County,County Code,Deaths,Population,Crude Rate
"Norton County, KS",20137,Suppressed,5430,Suppressed
"Osage County, KS",20139,Suppressed,15941,Suppressed
"Osborne County, KS",20141,Suppressed,3475,Suppressed
"Ottawa County, KS",20143,Suppressed,5802,Suppressed
"Pawnee County, KS",20145,Suppressed,6562,Suppressed
"Phillips County, KS",20147,Suppressed,5317,Suppressed
"Pottawatomie County, KS",20149,Suppressed,24277,Suppressed
"Pratt County, KS",20151,Suppressed,9378,Suppressed
"Rawlins County, KS",20153,Suppressed,2508,Suppressed
"Reno County, KS",20155,10,62342,Unreliable
"Republic County, KS",20157,Suppressed,4664,Suppressed
"Rice County, KS",20159,Suppressed,9531,Suppressed
"Riley County, KS",20161,Suppressed,73703,Suppressed
"Rooks County, KS",20163,Suppressed,5013,Suppressed
"Rush County, KS",20165,Suppressed,3093,Suppressed
"Russell County, KS",20167,Suppressed,6907,Suppressed
"Saline County, KS",20169,Suppressed,54401,Suppressed
"Scott County, KS",20171,Suppressed,4897,Suppressed
"Sedgwick County, KS",20173,36,513607,7
"Seward County, KS",20175,Suppressed,21780,Suppressed
"Shawnee County, KS",20177,14,177499,Unreliable
"Sheridan County, KS",20179,Suppressed,2533,Suppressed
"Sherman County, KS",20181,Suppressed,5899,Suppressed
"Smith County, KS",20183,Suppressed,3603,Suppressed
"Stafford County, KS",20185,Suppressed,4178,Suppressed
"Stanton County, KS",20187,Suppressed,1987,Suppressed
"Stevens County, KS",20189,Suppressed,5559,Suppressed
"Sumner County, KS",20191,Suppressed,22996,Suppressed
"Thomas County, KS",20193,Suppressed,7711,Suppressed
"Trego County, KS",20195,Suppressed,2793,Suppressed
"Wabaunsee County, KS",20197,Suppressed,6899,Suppressed
"Wallace County, KS",20199,Suppressed,1503,Suppressed
"Washington County, KS",20201,Suppressed,5420,Suppressed
"Wichita County, KS",20203,Suppressed,2105,Suppressed
"Wilson County, KS",20205,Suppressed,8665,Suppressed
"Woodson County, KS",20207,Suppressed,3183,Suppressed
"Wyandotte County, KS",20209,Suppressed,165324,Suppressed
"Adair County, KY",21001,Suppressed,19215,Suppressed
"Allen County, KY",21003,Suppressed,21122,Suppressed
"Anderson County, KY",21005,Suppressed,22663,Suppressed
"Ballard County, KY",21007,Suppressed,7979,Suppressed
"Barren County, KY",21009,Suppressed,44176,Suppressed
"Bath County, KY",21011,Suppressed,12383,Suppressed
"Bell County, KY",21013,Suppressed,26569,Suppressed
"Boone County, KY",21015,42,131533,31.9
"Bourbon County, KY",21017,Suppressed,20184,Suppressed
"Boyd County, KY",21019,27,47240,57.2
"Boyle County, KY",21021,Suppressed,30100,Suppressed
"Bracken County, KY",21023,Suppressed,8239,Suppressed
"Breathitt County, KY",21025,Suppressed,12726,Suppressed
"Breckinridge County, KY",21027,Suppressed,20388,Suppressed
"Bullitt County, KY",21029,24,81069,29.6
"Butler County, KY",21031,Suppressed,12772,Suppressed
"Caldwell County, KY",21033,Suppressed,12715,Suppressed
"Calloway County, KY",21035,Suppressed,39135,Suppressed
"Campbell County, KY",21037,52,93152,55.8
"Carlisle County, KY",21039,Suppressed,4771,Suppressed
"Carroll County, KY",21041,Suppressed,10737,Suppressed
"Carter County, KY",21043,12,27004,Unreliable
"Casey County, KY",21045,Suppressed,15888,Suppressed
"Christian County, KY",21047,Suppressed,71671,Suppressed
"Clark County, KY",21049,16,36249,Unreliable
"Clay County, KY",21051,Suppressed,20105,Suppressed
"Clinton County, KY",21053,Suppressed,10206,Suppressed
"Crittenden County, KY",21055,Suppressed,8915,Suppressed
"Cumberland County, KY",21057,Suppressed,6659,Suppressed
"Daviess County, KY",21059,10,101104,Unreliable
"Edmonson County, KY",21061,Suppressed,12274,Suppressed
"Elliott County, KY",21063,Suppressed,7508,Suppressed
"Estill County, KY",21065,Suppressed,14198,Suppressed
"Fayette County, KY",21067,107,323780,33
"Fleming County, KY",21069,Suppressed,14432,Suppressed
"Floyd County, KY",21071,14,35845,Unreliable
"Franklin County, KY",21073,15,50815,Unreliable
"Fulton County, KY",21075,Suppressed,6120,Suppressed
"Gallatin County, KY",21077,Suppressed,8832,Suppressed
"Garrard County, KY",21079,Suppressed,17560,Suppressed
"Grant County, KY",21081,10,25121,Unreliable
"Graves County, KY",21083,Suppressed,37317,Suppressed
"Grayson County, KY",21085,Suppressed,26321,Suppressed
"Green County, KY",21087,Suppressed,11049,Suppressed
"Greenup County, KY",21089,13,35268,Unreliable
"Hancock County, KY",21091,Suppressed,8758,Suppressed
"Hardin County, KY",21093,Suppressed,110356,Suppressed
"Harlan County, KY",21095,Suppressed,26409,Suppressed
"Harrison County, KY",21097,Suppressed,18778,Suppressed
"Hart County, KY",21099,Suppressed,18906,Suppressed
"Henderson County, KY",21101,Suppressed,45591,Suppressed
"Henry County, KY",21103,Suppressed,16106,Suppressed
"Hickman County, KY",21105,Suppressed,4421,Suppressed
"Hopkins County, KY",21107,Suppressed,45068,Suppressed
"Jackson County, KY",21109,Suppressed,13442,Suppressed
"Jefferson County, KY",21111,228,770517,29.6
"Jessamine County, KY",21113,17,53920,Unreliable
"Johnson County, KY",21115,Suppressed,22386,Suppressed
"Kenton County, KY",21117,83,166051,50
"Knott County, KY",21119,Suppressed,15126,Suppressed
"Knox County, KY",21121,Suppressed,31304,Suppressed
"Larue County, KY",21123,Suppressed,14307,Suppressed
"Laurel County, KY",21125,Suppressed,60669,Suppressed
"Lawrence County, KY",21127,Suppressed,15571,Suppressed
"Lee County, KY",21129,Suppressed,7033,Suppressed
"Leslie County, KY",21131,Suppressed,10143,Suppressed
"Letcher County, KY",21133,Suppressed,21899,Suppressed
"Lewis County, KY",21135,Suppressed,13257,Suppressed
"Lincoln County, KY",21137,Suppressed,24644,Suppressed
"Livingston County, KY",21139,Suppressed,9242,Suppressed
"Logan County, KY",21141,Suppressed,26989,Suppressed
"Lyon County, KY",21143,Suppressed,8009,Suppressed
"McCracken County, KY",21145,Suppressed,65346,Suppressed
"McCreary County, KY",21147,Suppressed,17408,Suppressed
"McLean County, KY",21149,Suppressed,9252,Suppressed
"Madison County, KY",21151,39,92368,42.2
"Magoffin County, KY",21153,Suppressed,12362,Suppressed
"Marion County, KY",21155,Suppressed,19404,Suppressed
"Marshall County, KY",21157,Suppressed,31191,Suppressed
"Martin County, KY",21159,Suppressed,11323,Suppressed
"Mason County, KY",21161,Suppressed,17150,Suppressed
"Meade County, KY",21163,Suppressed,28715,Suppressed
"Menifee County, KY",21165,Suppressed,6451,Suppressed
"Mercer County, KY",21167,Suppressed,21774,Suppressed
"Metcalfe County, KY",21169,Suppressed,10030,Suppressed
"Monroe County, KY",21171,Suppressed,10718,Suppressed
"Montgomery County, KY",21173,10,28203,Unreliable
"Morgan County, KY",21175,Suppressed,13345,Suppressed
"Muhlenberg County, KY",21177,Suppressed,30774,Suppressed
"Nelson County, KY",21179,Suppressed,45851,Suppressed
"Nicholas County, KY",21181,Suppressed,7166,Suppressed
"Ohio County, KY",21183,Suppressed,24087,Suppressed
"Oldham County, KY",21185,Suppressed,66470,Suppressed
"Owen County, KY",21187,Suppressed,10880,Suppressed
"Owsley County, KY",21189,Suppressed,4472,Suppressed
"Pendleton County, KY",21191,Suppressed,14529,Suppressed
"Perry County, KY",21193,Suppressed,26092,Suppressed
"Pike County, KY",21195,14,58402,Unreliable
"Powell County, KY",21197,Suppressed,12442,Suppressed
"Pulaski County, KY",21199,11,64623,Unreliable
"Robertson County, KY",21201,Suppressed,2135,Suppressed
"Rockcastle County, KY",21203,Suppressed,16750,Suppressed
"Rowan County, KY",21205,Suppressed,24583,Suppressed
"Russell County, KY",21207,Suppressed,17821,Suppressed
"Scott County, KY",21209,14,56031,Unreliable
"Shelby County, KY",21211,Suppressed,48518,Suppressed
"Simpson County, KY",21213,Suppressed,18529,Suppressed
"Spencer County, KY",21215,Suppressed,18794,Suppressed
"Taylor County, KY",21217,Suppressed,25549,Suppressed
"Todd County, KY",21219,Suppressed,12311,Suppressed
"Trigg County, KY",21221,Suppressed,14643,Suppressed
"Trimble County, KY",21223,Suppressed,8515,Suppressed
"Union County, KY",21225,Suppressed,14505,Suppressed
"Warren County, KY",21227,Suppressed,131264,Suppressed
"Washington County, KY",21229,Suppressed,12084,Suppressed
"Wayne County, KY",21231,Suppressed,20468,Suppressed
"Webster County, KY",21233,Suppressed,13111,Suppressed
"Whitley County, KY",21235,Suppressed,36242,Suppressed
"Wolfe County, KY",21237,Suppressed,7177,Suppressed
"Woodford County, KY",21239,Suppressed,26533,Suppressed
"Acadia Parish, LA",22001,Suppressed,62190,Suppressed
"Allen Parish, LA",22003,Suppressed,25605,Suppressed
"Ascension Parish, LA",22005,21,124672,16.8
"Assumption Parish, LA",22007,Suppressed,22300,Suppressed
"Avoyelles Parish, LA",22009,Suppressed,40462,Suppressed
"Beauregard Parish, LA",22011,Suppressed,37253,Suppressed
"Bienville Parish, LA",22013,Suppressed,13308,Suppressed
"Bossier Parish, LA",22015,Suppressed,127185,Suppressed
"Caddo Parish, LA",22017,Suppressed,242922,Suppressed
"Calcasieu Parish, LA",22019,Suppressed,203112,Suppressed
"Caldwell Parish, LA",22021,Suppressed,9960,Suppressed
"Cameron Parish, LA",22023,Suppressed,6968,Suppressed
"Catahoula Parish, LA",22025,Suppressed,9608,Suppressed
"Claiborne Parish, LA",22027,Suppressed,15944,Suppressed
"Concordia Parish, LA",22029,Suppressed,19572,Suppressed
"De Soto Parish, LA",22031,Suppressed,27436,Suppressed
"East Baton Rouge Parish, LA",22033,32,440956,7.3
"East Carroll Parish, LA",22035,Suppressed,7037,Suppressed
"East Feliciana Parish, LA",22037,Suppressed,19305,Suppressed
"Evangeline Parish, LA",22039,Suppressed,33443,Suppressed
"Franklin Parish, LA",22041,Suppressed,20156,Suppressed
"Grant Parish, LA",22043,Suppressed,22482,Suppressed
"Iberia Parish, LA",22045,Suppressed,70941,Suppressed
"Iberville Parish, LA",22047,Suppressed,32721,Suppressed
"Jackson Parish, LA",22049,Suppressed,15902,Suppressed
"Jefferson Parish, LA",22051,126,434051,29
"Jefferson Davis Parish, LA",22053,Suppressed,31582,Suppressed
"Lafayette Parish, LA",22055,Suppressed,242782,Suppressed
"Lafourche Parish, LA",22057,Suppressed,98115,Suppressed
"LaSalle Parish, LA",22059,Suppressed,14917,Suppressed
"Lincoln Parish, LA",22061,Suppressed,47196,Suppressed
"Livingston Parish, LA",22063,17,139567,Unreliable
"Madison Parish, LA",22065,Suppressed,11161,Suppressed
"Morehouse Parish, LA",22067,Suppressed,25398,Suppressed
"Natchitoches Parish, LA",22069,Suppressed,38659,Suppressed
"Orleans Parish, LA",22071,37,391006,9.5
"Ouachita Parish, LA",22073,Suppressed,154475,Suppressed
"Plaquemines Parish, LA",22075,Suppressed,23410,Suppressed
"Pointe Coupee Parish, LA",22077,Suppressed,21940,Suppressed
"Rapides Parish, LA",22079,20,130562,15.3
"Red River Parish, LA",22081,Suppressed,8477,Suppressed
"Richland Parish, LA",22083,Suppressed,20192,Suppressed
"Sabine Parish, LA",22085,Suppressed,24032,Suppressed
"St. Bernard Parish, LA",22087,Suppressed,46721,Suppressed
"St. Charles Parish, LA",22089,Suppressed,52879,Suppressed
"St. Helena Parish, LA",22091,Suppressed,10262,Suppressed
"St. James Parish, LA",22093,Suppressed,21037,Suppressed
"St. John the Baptist Parish, LA",22095,Suppressed,43184,Suppressed
"St. Landry Parish, LA",22097,Suppressed,82764,Suppressed
"St. Martin Parish, LA",22099,Suppressed,53621,Suppressed
"St. Mary Parish, LA",22101,Suppressed,49774,Suppressed
"St. Tammany Parish, LA",22103,77,258111,29.8
"Tangipahoa Parish, LA",22105,Suppressed,133777,Suppressed
"Tensas Parish, LA",22107,Suppressed,4462,Suppressed
"Terrebonne Parish, LA",22109,Suppressed,111021,Suppressed
"Union Parish, LA",22111,Suppressed,22330,Suppressed
"Vermilion Parish, LA",22113,Suppressed,59830,Suppressed
"Vernon Parish, LA",22115,Suppressed,48860,Suppressed
"Washington Parish, LA",22117,27,46582,58
"Webster Parish, LA",22119,Suppressed,38798,Suppressed
"West Baton Rouge Parish, LA",22121,Suppressed,26427,Suppressed
"West Carroll Parish, LA",22123,Suppressed,10982,Suppressed
"West Feliciana Parish, LA",22125,Suppressed,15460,Suppressed
"Winn Parish, LA",22127,Suppressed,14134,Suppressed
"Androscoggin County, ME",23001,25,107679,23.2
"Aroostook County, ME",23003,Suppressed,67111,Suppressed
"Cumberland County, ME",23005,62,293557,21.1
"Franklin County, ME",23007,Suppressed,29897,Suppressed
"Hancock County, ME",23009,Suppressed,54811,Suppressed
"Kennebec County, ME",23011,37,122083,30.3
"Knox County, ME",23013,Suppressed,39771,Suppressed
"Lincoln County, ME",23015,Suppressed,34342,Suppressed
"Oxford County, ME",23017,12,57618,Unreliable
"Penobscot County, ME",23019,40,151096,26.5
"Piscataquis County, ME",23021,Suppressed,16800,Suppressed
"Sagadahoc County, ME",23023,Suppressed,35634,Suppressed
"Somerset County, ME",23025,10,50592,Unreliable
"Waldo County, ME",23027,Suppressed,39694,Suppressed
"Washington County, ME",23029,12,31490,Unreliable
"York County, ME",23031,55,206229,26.7
"Allegany County, MD",24001,31,70975,43.7
"Anne Arundel County, MD",24003,241,576031,41.8
"Baltimore County, MD",24005,418,828431,50.5
"Calvert County, MD",24009,36,92003,39.1
"Caroline County, MD",24011,10,33304,Unreliable
"Carroll County, MD",24013,70,168429,41.6
"Cecil County, MD",24015,62,102826,60.3
"Charles County, MD",24017,28,161503,17.3
"Dorchester County, MD",24019,Suppressed,31998,Suppressed
"Frederick County, MD",24021,76,255648,29.7
"Garrett County, MD",24023,Suppressed,29163,Suppressed
"Harford County, MD",24025,93,253956,36.6
"Howard County, MD",24027,40,323196,12.4
"Kent County, MD",24029,Suppressed,19383,Suppressed
"Montgomery County, MD",24031,78,1052567,7.4
"Prince George's County, MD",24033,105,909308,11.5
"Queen Anne's County, MD",24035,23,50251,45.8
"St. Mary's County, MD",24037,29,112664,25.7
"Somerset County, MD",24039,Suppressed,25675,Suppressed
"Talbot County, MD",24041,12,36968,Unreliable
"Washington County, MD",24043,83,150926,55
"Wicomico County, MD",24045,26,103195,25.2
"Worcester County, MD",24047,14,51823,Unreliable
"Baltimore city, MD",24510,629,602495,104.4
"Barnstable County, MA",25001,70,213413,32.8
"Berkshire County, MA",25003,40,126348,31.7
"Bristol County, MA",25005,218,564022,38.7
"Dukes County, MA",25007,Suppressed,17352,Suppressed
"Essex County, MA",25009,273,790638,34.5
"Franklin County, MA",25011,21,70963,29.6
"Hampden County, MA",25013,207,470406,44
"Hampshire County, MA",25015,37,161355,22.9
"Middlesex County, MA",25017,321,1614714,19.9
"Nantucket County, MA",25019,Suppressed,11327,Suppressed
"Norfolk County, MA",25021,171,705388,24.2
"Plymouth County, MA",25023,152,518132,29.3
"Suffolk County, MA",25025,213,807252,26.4
"Worcester County, MA",25027,282,830839,33.9
"Alcona County, MI",26001,Suppressed,10362,Suppressed
"Alger County, MI",26003,Suppressed,9097,Suppressed
"Allegan County, MI",26005,Suppressed,117327,Suppressed
"Alpena County, MI",26007,Suppressed,28360,Suppressed
"Antrim County, MI",26009,Suppressed,23365,Suppressed
"Arenac County, MI",26011,Suppressed,15041,Suppressed
"Baraga County, MI",26013,Suppressed,8320,Suppressed
"Barry County, MI",26015,Suppressed,61157,Suppressed
"Bay County, MI",26017,11,103923,Unreliable
"Benzie County, MI",26019,Suppressed,17753,Suppressed
"Berrien County, MI",26021,27,154141,17.5
"Branch County, MI",26023,Suppressed,43622,Suppressed
"Calhoun County, MI",26025,50,134487,37.2
"Cass County, MI",26027,Suppressed,51653,Suppressed
"Charlevoix County, MI",26029,Suppressed,26244,Suppressed
"Cheboygan County, MI",26031,Suppressed,25413,Suppressed
"Chippewa County, MI",26033,Suppressed,37517,Suppressed
"Clare County, MI",26035,Suppressed,30757,Suppressed
"Clinton County, MI",26037,Suppressed,79332,Suppressed
"Crawford County, MI",26039,Suppressed,13901,Suppressed
"Delta County, MI",26041,Suppressed,35857,Suppressed
"Dickinson County, MI",26043,Suppressed,25383,Suppressed
"Eaton County, MI",26045,23,109826,20.9
"Emmet County, MI",26047,Suppressed,33308,Suppressed
"Genesee County, MI",26049,185,406892,45.5
"Gladwin County, MI",26051,Suppressed,25337,Suppressed
"Gogebic County, MI",26053,Suppressed,15096,Suppressed
"Grand Traverse County, MI",26055,Suppressed,92573,Suppressed
"Gratiot County, MI",26057,Suppressed,40599,Suppressed
"Hillsdale County, MI",26059,Suppressed,45749,Suppressed
"Houghton County, MI",26061,Suppressed,36219,Suppressed
"Huron County, MI",26063,Suppressed,31166,Suppressed
"Ingham County, MI",26065,77,292735,26.3
"Ionia County, MI",26067,Suppressed,64210,Suppressed
"Iosco County, MI",26069,Suppressed,25081,Suppressed
"Iron County, MI",26071,Suppressed,11117,Suppressed
"Isabella County, MI",26073,Suppressed,70562,Suppressed
"Jackson County, MI",26075,Suppressed,158823,Suppressed
"Kalamazoo County, MI",26077,42,264870,15.9
"Kalkaska County, MI",26079,Suppressed,17824,Suppressed
"Kent County, MI",26081,77,653786,11.8
"Keweenaw County, MI",26083,Suppressed,2113,Suppressed
"Lake County, MI",26085,Suppressed,11881,Suppressed
"Lapeer County, MI",26087,14,88028,Unreliable
"Leelanau County, MI",26089,Suppressed,21764,Suppressed
"Lenawee County, MI",26091,22,98266,22.4
"Livingston County, MI",26093,27,191224,14.1
"Luce County, MI",26095,Suppressed,6283,Suppressed
"Mackinac County, MI",26097,Suppressed,10787,Suppressed
"Macomb County, MI",26099,281,874759,32.1
"Manistee County, MI",26101,Suppressed,24528,Suppressed
"Marquette County, MI",26103,Suppressed,66516,Suppressed
"Mason County, MI",26105,Suppressed,29100,Suppressed
"Mecosta County, MI",26107,Suppressed,43545,Suppressed
"Menominee County, MI",26109,Suppressed,22983,Suppressed
"Midland County, MI",26111,Suppressed,83209,Suppressed
"Missaukee County, MI",26113,Suppressed,15113,Suppressed
"Monroe County, MI",26115,40,150439,26.6
"Montcalm County, MI",26117,12,63968,Unreliable
"Montmorency County, MI",26119,Suppressed,9265,Suppressed
"Muskegon County, MI",26121,39,173588,22.5
"Newaygo County, MI",26123,Suppressed,48892,Suppressed
"Oakland County, MI",26125,73,1259201,5.8
"Oceana County, MI",26127,Suppressed,26625,Suppressed
"Ogemaw County, MI",26129,Suppressed,20952,Suppressed
"Ontonagon County, MI",26131,Suppressed,5795,Suppressed
"Osceola County, MI",26133,Suppressed,23341,Suppressed
"Oscoda County, MI",26135,Suppressed,8276,Suppressed
"Otsego County, MI",26137,Suppressed,24665,Suppressed
"Ottawa County, MI",26139,22,290494,7.6
"Presque Isle County, MI",26141,Suppressed,12738,Suppressed
"Roscommon County, MI",26143,Suppressed,23884,Suppressed
"Saginaw County, MI",26145,29,190800,15.2
"St. Clair County, MI",26147,43,159337,27
"St. Joseph County, MI",26149,Suppressed,61043,Suppressed
"Sanilac County, MI",26151,Suppressed,41182,Suppressed
"Schoolcraft County, MI",26153,Suppressed,8068,Suppressed
"Shiawassee County, MI",26155,13,68192,Unreliable
"Tuscola County, MI",26157,Suppressed,52516,Suppressed
"Van Buren County, MI",26159,11,75448,Unreliable
"Washtenaw County, MI",26161,74,370963,19.9
"Wayne County, MI",26163,685,1753893,39.1
"Wexford County, MI",26165,Suppressed,33466,Suppressed
"Aitkin County, MN",27001,Suppressed,15902,Suppressed
"Anoka County, MN",27003,30,353813,8.5
"Becker County, MN",27005,Suppressed,34371,Suppressed
"Beltrami County, MN",27007,Suppressed,46847,Suppressed
"Benton County, MN",27009,Suppressed,40545,Suppressed
"Big Stone County, MN",27011,Suppressed,4989,Suppressed
"Blue Earth County, MN",27013,Suppressed,67427,Suppressed
"Brown County, MN",27015,Suppressed,25111,Suppressed
"Carlton County, MN",27017,Suppressed,35837,Suppressed
"Carver County, MN",27019,Suppressed,103551,Suppressed
"Cass County, MN",27021,Suppressed,29519,Suppressed
"Chippewa County, MN",27023,Suppressed,11924,Suppressed
"Chisago County, MN",27025,Suppressed,55922,Suppressed
"Clay County, MN",27027,Suppressed,63955,Suppressed
"Clearwater County, MN",27029,Suppressed,8810,Suppressed
"Cook County, MN",27031,Suppressed,5393,Suppressed
"Cottonwood County, MN",27033,Suppressed,11277,Suppressed
"Crow Wing County, MN",27035,Suppressed,64889,Suppressed
"Dakota County, MN",27037,20,425423,4.7
"Dodge County, MN",27039,Suppressed,20822,Suppressed
"Douglas County, MN",27041,Suppressed,37964,Suppressed
"Faribault County, MN",27043,Suppressed,13758,Suppressed
"Fillmore County, MN",27045,Suppressed,21058,Suppressed
"Freeborn County, MN",27047,Suppressed,30444,Suppressed
"Goodhue County, MN",27049,Suppressed,46403,Suppressed
"Grant County, MN",27051,Suppressed,6021,Suppressed
"Hennepin County, MN",27053,130,1259428,10.3
"Houston County, MN",27055,Suppressed,18578,Suppressed
"Hubbard County, MN",27057,Suppressed,21332,Suppressed
"Isanti County, MN",27059,Suppressed,39966,Suppressed
"Itasca County, MN",27061,Suppressed,45108,Suppressed
"Jackson County, MN",27063,Suppressed,9911,Suppressed
"Kanabec County, MN",27065,Suppressed,16207,Suppressed
"Kandiyohi County, MN",27067,Suppressed,42855,Suppressed
"Kittson County, MN",27069,Suppressed,4248,Suppressed
"Koochiching County, MN",27071,Suppressed,12440,Suppressed
"Lac qui Parle County, MN",27073,Suppressed,6658,Suppressed
"Lake County, MN",27075,Suppressed,10658,Suppressed
"Lake of the Woods County, MN",27077,Suppressed,3758,Suppressed
"Le Sueur County, MN",27079,Suppressed,28494,Suppressed
"Lincoln County, MN",27081,Suppressed,5673,Suppressed
"Lyon County, MN",27083,Suppressed,25629,Suppressed
"McLeod County, MN",27085,Suppressed,35873,Suppressed
"Mahnomen County, MN",27087,Suppressed,5519,Suppressed
"Marshall County, MN",27089,Suppressed,9390,Suppressed
"Martin County, MN",27091,Suppressed,19785,Suppressed
"Meeker County, MN",27093,Suppressed,23141,Suppressed
"Mille Lacs County, MN",27095,Suppressed,26139,Suppressed
"Morrison County, MN",27097,Suppressed,33169,Suppressed
"Mower County, MN",27099,Suppressed,40011,Suppressed
"Murray County, MN",27101,Suppressed,8276,Suppressed
"Nicollet County, MN",27103,Suppressed,34220,Suppressed
"Nobles County, MN",27105,Suppressed,21924,Suppressed
"Norman County, MN",27107,Suppressed,6475,Suppressed
"Olmsted County, MN",27109,Suppressed,156277,Suppressed
"Otter Tail County, MN",27111,Suppressed,58812,Suppressed
"Pennington County, MN",27113,Suppressed,14178,Suppressed
"Pine County, MN",27115,Suppressed,29483,Suppressed
"Pipestone County, MN",27117,Suppressed,9047,Suppressed
"Polk County, MN",27119,Suppressed,31529,Suppressed
"Pope County, MN",27121,Suppressed,11097,Suppressed
"Ramsey County, MN",27123,27,550210,4.9
"Red Lake County, MN",27125,Suppressed,3999,Suppressed
"Redwood County, MN",27127,Suppressed,15249,Suppressed
"Renville County, MN",27129,Suppressed,14612,Suppressed
"Rice County, MN",27131,Suppressed,66523,Suppressed
"Rock County, MN",27133,Suppressed,9414,Suppressed
"Roseau County, MN",27135,Suppressed,15150,Suppressed
"St. Louis County, MN",27137,18,199754,Unreliable
"Scott County, MN",27139,Suppressed,147381,Suppressed
"Sherburne County, MN",27141,Suppressed,96036,Suppressed
"Sibley County, MN",27143,Suppressed,15028,Suppressed
"Stearns County, MN",27145,Suppressed,159256,Suppressed
"Steele County, MN",27147,Suppressed,36803,Suppressed
"Stevens County, MN",27149,Suppressed,9753,Suppressed
"Swift County, MN",27151,Suppressed,9345,Suppressed
"Todd County, MN",27153,Suppressed,24582,Suppressed
"Traverse County, MN",27155,Suppressed,3308,Suppressed
"Wabasha County, MN",27157,Suppressed,21645,Suppressed
"Wadena County, MN",27159,Suppressed,13773,Suppressed
"Waseca County, MN",27161,Suppressed,18691,Suppressed
"Washington County, MN",27163,10,259201,Unreliable
"Watonwan County, MN",27165,Suppressed,10980,Suppressed
"Wilkin County, MN",27167,Suppressed,6254,Suppressed
"Winona County, MN",27169,Suppressed,50825,Suppressed
"Wright County, MN",27171,Suppressed,136349,Suppressed
"Yellow Medicine County, MN",27173,Suppressed,9795,Suppressed
"Adams County, MS",28001,Suppressed,31192,Suppressed
"Alcorn County, MS",28003,Suppressed,36925,Suppressed
"Amite County, MS",28005,Suppressed,12326,Suppressed
"Attala County, MS",28007,Suppressed,18365,Suppressed
"Benton County, MS",28009,Suppressed,8271,Suppressed
"Bolivar County, MS",28011,Suppressed,31333,Suppressed
"Calhoun County, MS",28013,Suppressed,14436,Suppressed
"Carroll County, MS",28015,Suppressed,9911,Suppressed
"Chickasaw County, MS",28017,Suppressed,17171,Suppressed
"Choctaw County, MS",28019,Suppressed,8278,Suppressed
"Claiborne County, MS",28021,Suppressed,9002,Suppressed
"Clarke County, MS",28023,Suppressed,15604,Suppressed
"Clay County, MS",28025,Suppressed,19386,Suppressed
"Coahoma County, MS",28027,Suppressed,22628,Suppressed
"Copiah County, MS",28029,Suppressed,28543,Suppressed
"Covington County, MS",28031,Suppressed,18853,Suppressed
"DeSoto County, MS",28033,26,182001,14.3
"Forrest County, MS",28035,Suppressed,75036,Suppressed
"Franklin County, MS",28037,Suppressed,7788,Suppressed
"George County, MS",28039,Suppressed,24250,Suppressed
"Greene County, MS",28041,Suppressed,13586,Suppressed
"Grenada County, MS",28043,Suppressed,21055,Suppressed
"Hancock County, MS",28045,Suppressed,47334,Suppressed
"Harrison County, MS",28047,17,206650,Unreliable
"Hinds County, MS",28049,13,237085,Unreliable
"Holmes County, MS",28051,Suppressed,17622,Suppressed
"Humphreys County, MS",28053,Suppressed,8257,Suppressed
"Issaquena County, MS",28055,Suppressed,1308,Suppressed
"Itawamba County, MS",28057,Suppressed,23517,Suppressed
"Jackson County, MS",28059,Suppressed,143277,Suppressed
"Jasper County, MS",28061,Suppressed,16428,Suppressed
"Jefferson County, MS",28063,Suppressed,7106,Suppressed
"Jefferson Davis County, MS",28065,Suppressed,11234,Suppressed
"Jones County, MS",28067,Suppressed,68461,Suppressed
"Kemper County, MS",28069,Suppressed,10027,Suppressed
"Lafayette County, MS",28071,Suppressed,54793,Suppressed
"Lamar County, MS",28073,Suppressed,62447,Suppressed
"Lauderdale County, MS",28075,Suppressed,75317,Suppressed
"Lawrence County, MS",28077,Suppressed,12455,Suppressed
"Leake County, MS",28079,Suppressed,22763,Suppressed
"Lee County, MS",28081,Suppressed,85202,Suppressed
"Leflore County, MS",28083,Suppressed,28919,Suppressed
"Lincoln County, MS",28085,Suppressed,34205,Suppressed
"Lowndes County, MS",28087,Suppressed,58930,Suppressed
"Madison County, MS",28089,Suppressed,105630,Suppressed
"Marion County, MS",28091,Suppressed,24715,Suppressed
"Marshall County, MS",28093,Suppressed,35451,Suppressed
"Monroe County, MS",28095,Suppressed,35564,Suppressed
"Montgomery County, MS",28097,Suppressed,10023,Suppressed
"Neshoba County, MS",28099,Suppressed,29125,Suppressed
"Newton County, MS",28101,Suppressed,21443,Suppressed
"Noxubee County, MS",28103,Suppressed,10535,Suppressed
"Oktibbeha County, MS",28105,Suppressed,49599,Suppressed
"Panola County, MS",28107,Suppressed,34178,Suppressed
"Pearl River County, MS",28109,Suppressed,55387,Suppressed
"Perry County, MS",28111,Suppressed,11931,Suppressed
"Pike County, MS",28113,Suppressed,39563,Suppressed
"Pontotoc County, MS",28115,Suppressed,31833,Suppressed
"Prentiss County, MS",28117,Suppressed,25315,Suppressed
"Quitman County, MS",28119,Suppressed,7051,Suppressed
"Rankin County, MS",28121,13,153902,Unreliable
"Scott County, MS",28123,Suppressed,28287,Suppressed
"Sharkey County, MS",28125,Suppressed,4377,Suppressed
"Simpson County, MS",28127,Suppressed,26758,Suppressed
"Smith County, MS",28129,Suppressed,16002,Suppressed
