Education_2017-2020_final_version,,,,,,,,
Year,Federal Information Processing Standard (FIPS) Code,State,Area name,Number of adults with less than HS diploma,Number of adults with HS diploma only,Number of adults completing some college or associate's degree,Number of adults with a bachelor's degree or higher,
2017,40009,OK,Beckham County,3225.36,8477.48,6886.59,3203.57,
2017,40011,OK,Blaine County,3744.08,7752.45,6805.42,3722.06,
2017,40013,OK,Bryan County,4780.74,12007.44,11488.60,8783.22,
2017,40015,OK,Caddo County,4171.74,12631.91,8051.75,4317.60,
2017,40017,OK,Canadian County,11054.15,37780.02,47155.06,43936.76,
2017,40019,OK,Carter County,3474.43,9880.42,8333.21,5455.94,
2017,40021,OK,Cherokee County,3051.13,8403.53,7446.82,6981.39,
2017,40023,OK,Choctaw County,2110.04,5022.66,3961.17,1838.19,
2017,40025,OK,Cimarron County,297.25,799.13,432.95,624.66,
2017,40027,OK,Cleveland County,656.16,2058.70,2641.04,2846.09,
2017,40029,OK,Coal County,851.94,2409.13,1393.57,987.35,
2017,40031,OK,Comanche County,168.26,572.80,619.34,427.81,
2017,40033,OK,Cotton County,954.97,2404.90,1490.69,972.44,
2017,40035,OK,Craig County,1876.84,5859.74,4484.35,2091.74,
2017,40037,OK,Creek County,7313.81,28753.30,23303.80,12261.38,
2017,40039,OK,Custer County,575.13,1325.73,1535.31,1442.70,
2017,40041,OK,Delaware County,17047.23,42963.63,34209.65,20963.49,
2017,40043,OK,Dewey County,360.97,2082.91,1453.64,975.60,
2017,40045,OK,Ellis County,3500.06,10729.69,9180.48,5278.78,
2017,40047,OK,Garfield County,6975.92,21873.66,16434.80,13833.61,
2017,40049,OK,Garvin County,3293.26,12335.78,7619.16,4660.80,
2017,40051,OK,Grady County,2432.26,9778.69,7098.23,5509.82,
2017,40053,OK,Grant County,1653.02,6484.91,5721.98,4305.11,
2017,40055,OK,Greer County,999.15,2150.22,2074.27,619.36,
2017,40057,OK,Harmon County,492.09,890.06,879.30,427.55,
2017,40059,OK,Harper County,603.72,1749.67,1984.45,1252.16,
2017,40061,OK,Haskell County,620.11,1617.15,1175.37,640.37,
2017,40063,OK,Hughes County,2221.43,5374.01,3684.65,2035.21,
2017,40065,OK,Jackson County,7059.62,14171.16,17960.51,12717.71,
2017,40067,OK,Jefferson County,108767.51,277521.94,172050.42,100197.94,
2017,40069,OK,Johnston County,25178.62,70618.17,55668.36,45242.84,
2017,40071,OK,Kay County,5211.65,15011.33,16481.28,7839.74,
2017,40073,OK,Kingfisher County,1692.25,6471.30,3979.93,3525.53,
2017,40075,OK,Kiowa County,192.64,455.46,473.34,255.94,
2017,40077,OK,Latimer County,1415.90,3904.13,3747.96,1343.02,
2017,40079,OK,Le Flore County,7857.50,19942.13,14322.53,7608.84,
2017,40081,OK,Lincoln County,1501.06,5717.67,4380.37,2046.90,
2017,40083,OK,Logan County,1824.65,6755.54,6560.04,6581.77,
2017,40085,OK,Love County,1575.34,3883.16,3080.44,1505.10,
2017,40087,OK,McClain County,4209.70,12353.70,12511.07,10268.52,
2017,40089,OK,McCurtain County,5216.47,14140.25,8628.50,4789.97,
2017,40091,OK,McIntosh County,1932.52,6164.32,4217.69,1791.46,
2017,40093,OK,Major County,807.77,3177.21,2284.82,1430.90,
2017,40095,OK,Marshall County,17867.48,35352.76,27135.63,15096.58,
2017,40097,OK,Mayes County,4869.60,16573.01,13422.09,6056.31,
2017,40099,OK,Murray County,5728.61,16509.53,10462.67,7081.20,
2017,40101,OK,Muskogee County,9464.78,24041.93,21762.09,13817.20,
2017,40103,OK,Noble County,4935.01,16940.36,15374.45,10154.73,
2017,40105,OK,Nowata County,1123.35,4235.77,3297.92,1648.96,
2017,40107,OK,Okfuskee County,2209.48,4831.72,3799.82,1298.98,
2017,40109,OK,Oklahoma County,91403.13,193837.67,237175.36,265541.85,
2017,40111,OK,Okmulgee County,5216.62,13586.57,14248.38,5878.43,
2017,40113,OK,Osage County,1687.60,5772.55,5315.16,2996.68,
2017,40115,OK,Ottawa County,803.23,2063.78,2087.23,902.90,
2017,40117,OK,Pawnee County,748.16,2818.96,1950.56,1162.32,
2017,40119,OK,Payne County,6444.43,22269.98,21617.38,31243.23,
2017,40121,OK,Pittsburg County,5743.92,16524.82,13697.04,8262.41,
2017,40123,OK,Pontotoc County,3353.84,10156.44,8859.20,9270.52,
2017,40125,OK,Pottawatomie County,2701.60,8296.08,8033.09,4877.23,
2017,40127,OK,Pushmataha County,1620.09,4938.47,2927.33,1687.12,
2017,40129,OK,Roger Mills County,323.29,1296.88,1352.62,743.20,
2017,40131,OK,Rogers County,7406.96,30085.08,30999.52,22861.00,
2017,40133,OK,Seminole County,74025.44,163318.63,159617.36,65697.58,
2017,40135,OK,Sequoyah County,7219.10,16253.29,11921.83,5899.04,
2017,40137,OK,Stephens County,3132.69,10977.36,7067.97,4686.09,
2017,40139,OK,Texas County,6896.98,5996.26,6150.67,6691.10,
2017,40141,OK,Tillman County,1560.93,2504.92,2058.94,1308.21,
2017,40143,OK,Tulsa County,65919.13,164151.56,204866.32,211328.98,
2017,40145,OK,Wagoner County,7079.13,24383.67,27293.98,19900.22,
2017,40147,OK,Washington County,1570.45,5471.76,4645.21,4843.58,
2017,40149,OK,Washita County,1157.94,4587.21,3251.13,2137.73,
2017,40151,OK,Woods County,767.64,2772.52,2573.84,2917.01,
2017,40153,OK,Woodward County,2475.54,8285.90,5687.60,4009.96,
2017,41001,OR,Baker County,2602.04,8315.20,10521.28,6844.49,
2017,41003,OR,Benton County,9853.10,38347.20,75895.50,142204.20,
2017,41005,OR,Clackamas County,23522.30,89549.82,139483.14,160529.41,
2017,41007,OR,Clatsop County,3095.38,10775.05,15241.80,10108.96,
2017,41009,OR,Columbia County,2244.57,7773.28,9356.29,4252.86,
2017,41011,OR,Coos County,3163.40,9521.83,12621.97,6326.80,
2017,41013,OR,Crook County,2127.32,7306.87,8994.85,4717.09,
2017,41015,OR,Curry County,4034.77,13698.30,20074.24,12004.69,
2017,41017,OR,Deschutes County,10651.88,37748.75,66153.75,72320.63,
2017,41019,OR,Douglas County,31853.41,107295.68,133449.00,63036.21,
2017,41021,OR,Gilliam County,122.43,599.17,721.60,411.81,
2017,41023,OR,Grant County,1725.68,6466.74,6811.88,3160.71,
2017,41025,OR,Harney County,677.88,2682.35,2806.27,1122.51,
2017,41027,OR,Hood River County,3927.34,4465.01,6007.89,8976.77,
2017,41029,OR,Jackson County,4723.72,13132.98,18479.60,15572.70,
2017,41031,OR,Jefferson County,80422.03,193803.92,247858.07,137772.17,
2017,41033,OR,Josephine County,7944.38,26337.36,36440.54,15629.71,
2017,41035,OR,Klamath County,7764.46,21887.75,23092.58,14123.29,
2017,41037,OR,Lake County,8930.19,21715.15,21329.67,12206.74,
2017,41039,OR,Lane County,110.69,353.89,587.74,506.68,
2017,41041,OR,Lincoln County,996.16,3288.69,5472.05,3902.76,
2017,41043,OR,Linn County,21963.27,64769.24,93007.73,44374.77,
2017,41045,OR,Malheur County,5638.80,9662.16,10881.36,4297.68,
2017,41047,OR,Marion County,4266.12,7667.08,10590.72,7309.09,
2017,41049,OR,Morrow County,7873.65,11618.01,11827.97,3639.38,
2017,41051,OR,Multnomah County,61374.18,137284.35,226922.96,381165.96,
2017,41053,OR,Polk County,1689.91,4607.02,7624.72,6196.34,
2017,41055,OR,Sherman County,753.11,1832.37,2277.12,1067.40,
2017,41057,OR,Tillamook County,2482.17,7846.86,10382.41,5978.56,
2017,41059,OR,Umatilla County,12933.48,22864.55,27252.69,14011.27,
2017,41061,OR,Union County,2879.78,13057.62,14004.40,9546.66,
2017,41063,OR,Wallowa County,423.06,1988.38,2693.48,1946.08,
2017,41065,OR,Wasco County,3436.81,7137.99,10336.87,5551.77,
2017,41067,OR,Washington County,1157.17,2859.86,4975.83,7538.14,
2017,41069,OR,Wheeler County,827.01,2536.69,3029.71,1558.59,
2017,41071,OR,Yamhill County,10466.48,25267.56,39962.92,30025.05,
2017,42001,PA,Adams County,51323.03,200260.47,130320.25,120760.08,
2017,42003,PA,Allegheny County,59929.35,317992.48,315546.38,529579.78,
2017,42005,PA,Armstrong County,4988.79,32164.58,16344.86,12143.77,
2017,42007,PA,Beaver County,292.33,1950.61,1695.49,1376.59,
2017,42009,PA,Bedford County,5090.40,24094.56,11635.20,7659.84,
2017,42011,PA,Berks County,52231.75,152516.71,104881.35,108224.19,
2017,42013,PA,Blair County,9382.73,54938.37,30493.88,28642.02,
2017,42015,PA,Bradford County,2649.72,12843.05,6272.82,5272.41,
2017,42017,PA,Bucks County,34558.76,174050.46,149545.16,269558.29,
2017,42019,PA,Butler County,892.13,6205.23,5154.50,7573.15,
2017,42021,PA,Cambria County,9979.05,58676.81,34594.04,29804.10,
2017,42023,PA,Cameron County,348.99,2387.84,1368.42,486.75,
2017,42025,PA,Carbon County,1037.51,4802.50,2962.79,1893.19,
2017,42027,PA,Centre County,9108.96,45870.12,33019.98,74660.94,
2017,42029,PA,Chester County,28561.12,102820.01,100742.84,286649.74,
2017,42031,PA,Clarion County,3691.97,18306.01,7999.26,8499.22,
2017,42033,PA,Clearfield County,9084.09,37770.69,18247.87,14662.04,
2017,42035,PA,Clinton County,3723.79,17866.65,8726.45,7259.50,
2017,42037,PA,Columbia County,2102.80,10395.88,5268.82,5859.50,
2017,42039,PA,Crawford County,6110.61,29734.11,14363.09,12725.19,
2017,42041,PA,Cumberland County,730.84,3446.93,2552.47,4166.86,
2017,42043,PA,Dauphin County,25089.61,90708.59,71133.18,89054.33,
2017,42045,PA,Delaware County,7602.14,32136.34,28796.00,46649.52,
2017,42047,PA,Elk County,174.86,1239.01,614.51,469.62,
2017,42049,PA,Erie County,76818.82,345221.94,236935.17,266552.06,
2017,42051,PA,Fayette County,1811.48,7888.17,3837.04,2947.77,
2017,42053,PA,Forest County,1211.30,3896.60,1371.84,817.26,
2017,42055,PA,Franklin County,3369.97,13542.85,7338.34,7243.85,
2017,42057,PA,Fulton County,1374.27,5919.01,2869.09,1892.64,
2017,42059,PA,Greene County,991.27,3731.84,2099.16,1499.40,
2017,42061,PA,Huntingdon County,4594.59,22745.50,10189.98,7960.93,
2017,42063,PA,Indiana County,7051.10,35170.54,20898.44,21832.92,
2017,42065,PA,Jefferson County,62623.72,337508.86,150956.11,108108.31,
2017,42067,PA,Juniata County,4167.38,12036.37,4755.72,3554.53,
2017,42069,PA,Lackawanna County,17703.92,76084.72,54797.86,61963.73,
2017,42071,PA,Lancaster County,42752.69,108139.15,69787.48,93364.33,
2017,42073,PA,Lawrence County,2710.02,14409.36,8824.08,7105.54,
2017,42075,PA,Lebanon County,17329.50,59814.71,31724.16,30885.63,
2017,42077,PA,Lehigh County,37748.88,118011.07,95654.93,115445.61,
2017,42079,PA,Luzerne County,31099.61,121225.03,88856.04,76162.32,
2017,42081,PA,Lycoming County,10701.05,43828.79,31647.80,27663.36,
2017,42083,PA,McKean County,#N/A,#N/A,#N/A,#N/A,
2017,42085,PA,Mercer County,1546.18,6528.32,3935.74,3607.76,
2017,42087,PA,Mifflin County,6819.04,23054.84,10390.91,6169.60,
2017,42089,PA,Monroe County,2196.68,7336.49,6227.48,5566.35,
2017,42091,PA,Montgomery County,12012.24,51675.29,47822.31,114909.52,
2017,42093,PA,Montour County,1516.58,6541.38,3690.94,6504.83,
2017,42095,PA,Northampton County,1668.41,6653.77,5025.09,6514.74,
2017,42097,PA,Northumberland County,9571.02,45370.30,20706.53,16381.16,
2017,42099,PA,Perry County,1036.63,4342.64,2278.72,1671.68,
2017,42101,PA,Philadelphia County,211835.64,496390.98,358855.90,513780.48,
2017,42103,PA,Pike County,2295.42,11344.05,10711.97,8915.56,
2017,42105,PA,Potter County,1764.21,7796.13,4502.94,2738.73,
2017,42107,PA,Schuylkill County,15112.31,64583.76,37495.65,25377.28,
2017,42109,PA,Snyder County,5508.14,17830.04,8649.81,8813.02,
2017,42111,PA,Somerset County,5315.73,24806.74,11947.74,8555.79,
2017,42113,PA,Sullivan County,1991.62,10103.30,4916.80,3713.53,
2017,42115,PA,Susquehanna County,3893.58,18976.06,10164.28,7951.09,
2017,42117,PA,Tioga County,4372.02,21374.32,12776.01,10055.65,
2017,42119,PA,Union County,4654.98,16647.48,7850.35,10296.19,
2017,42121,PA,Venango County,4348.01,24328.14,13044.02,10041.83,
2017,42123,PA,Warren County,365.91,2449.99,1453.02,1034.09,
2017,42125,PA,Washington County,1008.39,6033.82,4231.94,5240.33,
2017,42127,PA,Wayne County,2832.62,13208.93,7931.32,5844.13,
2017,42129,PA,Westmoreland County,17983.98,125887.84,100146.07,108609.12,
2017,42131,PA,Wyoming County,2875.00,18748.26,10406.70,8463.04,
2017,42133,PA,York County,18785.57,79430.30,53293.85,52681.28,
2017,44001,RI,Bristol County,47164.57,116788.46,120157.36,277934.09,
2017,44003,RI,Kent County,13261.80,50571.66,54815.44,58175.10,
2017,44005,RI,Newport County,4673.76,16692.00,19780.02,42314.22,
2017,44007,RI,Providence County,87955.27,194393.89,159339.25,195031.24,
2017,44009,RI,Washington County,909.21,3603.76,4397.25,7620.79,
2017,45001,SC,Abbeville County,4029.69,9147.14,7045.77,4499.40,
2017,45003,SC,Aiken County,17995.15,53144.56,48603.73,48435.55,
2017,45005,SC,Allendale County,2142.48,3564.79,2367.53,936.21,
2017,45007,SC,Anderson County,1112.29,2389.07,2396.90,1934.75,
2017,45009,SC,Bamberg County,3221.34,4127.35,4515.63,2516.68,
2017,45011,SC,Barnwell County,3970.17,7790.93,6616.95,2988.30,
2017,45013,SC,Beaufort County,3107.81,10359.36,13655.52,19965.31,
2017,45015,SC,Berkeley County,22665.45,64073.48,71483.34,59496.80,
2017,45017,SC,Calhoun County,15947.19,41072.62,36942.42,20765.77,
2017,45019,SC,Charleston County,28502.10,84301.98,101162.38,187471.55,
2017,45021,SC,Cherokee County,4318.12,9696.38,8093.24,3775.12,
2017,45023,SC,Chester County,79971.12,215506.60,156826.49,67508.09,
2017,45025,SC,Chesterfield County,9189.60,18057.56,12957.34,5789.45,
2017,45027,SC,Clarendon County,6879.51,12294.58,9535.96,5312.89,
2017,45029,SC,Colleton County,5265.54,15984.68,10230.19,6092.98,
2017,45031,SC,Darlington County,10224.28,24618.99,19910.44,12511.29,
2017,45033,SC,Dillon County,6531.86,13033.05,7390.51,3741.25,
2017,45035,SC,Dorchester County,3087.55,8394.28,11224.54,9487.79,
2017,45037,SC,Edgefield County,4778.05,9182.39,7554.12,5178.44,
2017,45039,SC,Fairfield County,147237.76,402766.50,251729.07,149137.60,
2017,45041,SC,Florence County,18983.54,45449.65,40461.27,33671.54,
2017,45043,SC,Georgetown County,6345.52,17003.53,19344.60,18913.35,
2017,45045,SC,Greenville County,52204.21,117586.18,144448.55,192091.22,
2017,45047,SC,Greenwood County,857.22,1940.99,1843.02,1481.77,
2017,45049,SC,Hampton County,3626.37,8644.48,5174.93,2156.22,
2017,45051,SC,Horry County,29660.85,109311.90,112311.32,81650.66,
2017,45053,SC,Jasper County,1563.97,5096.86,4021.63,3281.54,
2017,45055,SC,Kershaw County,6633.67,23217.85,21396.84,13787.63,
2017,45057,SC,Lancaster County,38037.32,88020.24,93678.68,94307.40,
2017,45059,SC,Laurens County,8472.07,16896.81,13820.36,8140.76,
2017,45061,SC,Lee County,28603.91,63510.37,43794.68,25695.04,
2017,45063,SC,Lexington County,27901.63,79054.62,92133.51,91552.23,
2017,45065,SC,McCormick County,1574.93,3359.84,2624.88,1975.82,
2017,45067,SC,Marion County,5847.27,14200.51,6115.77,3669.46,
2017,45069,SC,Marlboro County,5445.48,12876.00,6384.35,2146.00,
2017,45071,SC,Newberry County,5311.34,13124.41,11969.77,8082.48,
2017,45073,SC,Oconee County,5285.89,10837.98,11332.34,10609.81,
2017,45075,SC,Orangeburg County,13733.73,27729.89,29391.94,16620.44,
2017,45077,SC,Pickens County,2703.58,5972.10,6032.62,5467.70,
2017,45079,SC,Richland County,1303.88,3450.52,4849.81,6312.70,
2017,45081,SC,Saluda County,3824.52,7158.20,5522.04,3947.24,
2017,45083,SC,Spartanburg County,38356.75,94511.03,97579.57,76406.65,
2017,45085,SC,Sumter County,1509.75,4021.78,4313.58,2841.89,
2017,45087,SC,Union County,6785.23,15030.07,12268.64,5365.06,
2017,45089,SC,Williamsburg County,5012.41,13293.79,7970.05,4856.75,
2017,45091,SC,York County,17152.04,48597.46,65136.93,73304.57,
2017,46003,SD,Aurora County,273.80,1029.49,933.66,501.05,
2017,46005,SD,Beadle County,2578.29,6118.91,5102.12,4339.52,
2017,46007,SD,Bennett County,407.57,1056.92,1291.80,697.71,
2017,46009,SD,Bon Homme County,796.18,2332.66,2262.82,1592.35,
2017,46011,SD,Brookings County,1301.69,8426.73,9831.19,14729.65,
2017,46013,SD,Brown County,456.69,2061.81,2021.52,2175.98,
2017,46015,SD,Brule County,637.44,1853.89,1519.23,1306.75,
2017,46017,SD,Buffalo County,9349.62,20439.85,16461.29,3431.51,
2017,46019,SD,Butte County,19948.58,92864.07,69934.67,46546.68,
2017,46021,SD,Campbell County,11745.98,28671.28,27006.50,25156.74,
2017,46023,SD,Charles Mix County,1112.50,3299.80,2903.82,2111.87,
2017,46025,SD,Clark County,1359.87,10009.56,6643.31,4280.26,
2017,46027,SD,Clay County,681.72,3435.32,3101.14,6135.45,
2017,46029,SD,Codington County,2360.32,10874.31,9160.27,5704.10,
2017,46031,SD,Corson County,588.42,1513.08,1450.04,651.47,
2017,46033,SD,Custer County,346.05,1759.51,1467.07,1301.36,
2017,46035,SD,Davison County,1990.10,6640.25,6581.14,4492.51,
2017,46037,SD,Day County,441.68,2103.50,1805.37,1170.45,
2017,46039,SD,Deuel County,158.17,679.76,606.33,436.86,
2017,46041,SD,Dewey County,809.75,1780.47,1453.64,834.14,
2017,46043,SD,Douglas County,33194.60,107630.98,128084.22,66389.20,
2017,46045,SD,Edmunds County,290.01,1305.03,1355.97,964.07,
2017,46047,SD,Fall River County,441.34,2420.69,2353.82,1477.83,
2017,46049,SD,Faulk County,195.64,701.03,843.10,589.24,
2017,46051,SD,Grant County,1453.20,6848.21,5376.84,4486.76,
2017,46053,SD,Gregory County,405.70,1627.01,1386.13,807.17,
2017,46055,SD,Haakon County,83.55,903.50,647.02,310.88,
2017,46057,SD,Hamlin County,463.94,2337.56,1885.52,1260.98,
2017,46059,SD,Hand County,232.67,966.72,1258.37,819.25,
2017,46061,SD,Hanson County,164.30,1242.55,1389.74,622.99,
2017,46063,SD,Harding County,35.98,240.12,256.04,159.85,
2017,46065,SD,Hughes County,492.17,3910.79,4296.55,4589.19,
2017,46067,SD,Hutchinson County,706.37,2251.55,2538.51,1861.57,
2017,46069,SD,Hyde County,461.22,1759.06,2241.73,895.62,
2017,46071,SD,Jackson County,7111.53,20036.87,17337.61,7371.08,
2017,46073,SD,Jerauld County,162.24,904.49,567.84,393.43,
2017,46075,SD,Jones County,1622.79,9708.27,6149.52,10989.42,
2017,46077,SD,Kingsbury County,396.16,1916.42,1455.89,1188.48,
2017,46079,SD,Lake County,5589.40,17603.40,19787.77,21201.18,
2017,46081,SD,Lawrence County,1850.74,9319.82,10476.53,11401.91,
2017,46083,SD,Lincoln County,559.49,3165.87,4284.84,5635.80,
2017,46085,SD,Lyman County,347.46,1323.46,1225.86,1007.23,
2017,46087,SD,McCook County,478.41,1968.64,1633.20,1413.24,
2017,46089,SD,McPherson County,3990.41,11339.66,7177.00,6200.93,
2017,46091,SD,Marshall County,8312.68,29524.33,30957.55,26848.99,
2017,46093,SD,Meade County,193.64,1303.81,1605.02,1200.54,
2017,46095,SD,Mellette County,394.63,764.21,624.31,304.85,
2017,46097,SD,Miner County,242.85,958.04,641.66,385.44,
2017,46099,SD,Minnehaha County,12825.89,48662.93,63940.82,63186.36,
2017,46101,SD,Moody County,394.74,2105.28,2328.97,1756.59,
2017,46102,SD,Oglala Lakota County,3782.02,4233.60,4642.85,1467.65,
2017,46103,SD,Pennington County,797.33,4015.12,4698.54,4727.02,
2017,46105,SD,Perkins County,238.05,972.51,1088.63,606.73,
2017,46107,SD,Potter County,1008.12,6552.78,5141.41,4099.69,
2017,46109,SD,Roberts County,1048.36,3720.64,3864.53,1654.76,
2017,46111,SD,Sanborn County,203.35,1070.65,754.60,421.40,
2017,46115,SD,Spink County,628.18,2031.97,2051.20,1692.24,
2017,46117,SD,Stanley County,189.69,1089.98,858.14,873.19,
2017,46119,SD,Sully County,47.84,514.96,551.54,292.66,
2017,46121,SD,Todd County,2607.76,3844.30,4162.62,1628.32,
2017,46123,SD,Tripp County,655.20,2298.66,1457.82,1048.32,
2017,46125,SD,Turner County,676.69,2619.17,2603.25,2061.90,
2017,46127,SD,Union County,2209.14,11124.62,12544.78,13570.46,
2017,46129,SD,Walworth County,554.30,1995.48,1596.38,1391.29,
2017,46135,SD,Yankton County,1926.27,7614.43,7115.87,6005.43,
2017,46137,SD,Ziebach County,297.65,1157.52,898.46,402.38,
2017,47001,TN,Anderson County,791.13,2631.89,2498.73,1911.25,
2017,47003,TN,Bedford County,7853.76,20264.64,11635.20,8726.40,
2017,47005,TN,Benton County,40477.60,128889.20,64710.90,32222.30,
2017,47007,TN,Bledsoe County,3443.78,6372.46,3252.46,1633.59,
2017,47009,TN,Blount County,5917.33,20826.67,16533.71,14735.30,
2017,47011,TN,Bradley County,1368.86,3433.02,3574.26,2487.86,
2017,47013,TN,Campbell County,18405.11,36902.71,24971.76,12208.42,
2017,47015,TN,Cannon County,2203.48,6340.34,3539.78,2132.40,
2017,47017,TN,Carroll County,3325.34,11429.10,7516.94,5672.63,
2017,47019,TN,Carter County,3583.01,10260.43,8007.48,5293.08,
2017,47021,TN,Cheatham County,5121.91,15486.72,10848.77,8872.60,
2017,47023,TN,Chester County,79451.83,218103.06,133458.30,88279.81,
2017,47025,TN,Claiborne County,1611.00,3463.65,2237.50,1637.85,
2017,47027,TN,Clay County,2392.69,6483.00,2753.60,1751.08,
2017,47029,TN,Cocke County,5760.07,16711.32,8675.66,4373.39,
2017,47031,TN,Coffee County,6328.63,19712.12,14005.98,11827.27,
2017,47033,TN,Crockett County,2286.73,5876.04,4052.44,2243.32,
2017,47035,TN,Cumberland County,1243.51,4275.94,3501.47,1887.08,
2017,47037,TN,Davidson County,16381.13,35244.26,40373.70,73466.90,
2017,47039,TN,Decatur County,4167.70,11487.88,6839.30,4221.13,
2017,47041,TN,DeKalb County,13965.32,28217.10,15540.89,13965.32,
2017,47043,TN,Dickson County,6765.18,20982.64,15327.37,9777.81,
2017,47045,TN,Dyer County,4533.02,13973.70,11351.29,7567.53,
2017,47047,TN,Fayette County,1762.08,5533.25,5286.23,3886.45,
2017,47049,TN,Fentress County,3572.79,7199.99,4461.46,2901.76,
2017,47051,TN,Franklin County,3558.94,13007.44,8094.22,6834.42,
2017,47053,TN,Gibson County,4331.30,13430.40,9703.46,6110.83,
2017,47055,TN,Giles County,3645.72,12907.04,7467.85,5380.38,
2017,47057,TN,Grainger County,4651.94,9396.46,5855.43,3240.16,
2017,47059,TN,Greene County,1241.17,3473.61,2199.12,1416.10,
2017,47061,TN,Grundy County,11027.75,21094.36,10977.16,7486.73,
2017,47063,TN,Hamblen County,9770.10,24810.92,18061.84,11569.86,
2017,47065,TN,Hamilton County,1347.48,3560.18,4439.59,4836.74,
2017,47067,TN,Hancock County,1600.91,3689.79,2328.59,950.27,
2017,47069,TN,Hardeman County,4555.01,11069.45,6947.03,2900.96,
2017,47071,TN,Hardin County,631.18,1800.47,954.86,655.45,
2017,47073,TN,Hawkins County,7565.51,24051.53,15695.60,9146.36,
2017,47075,TN,Haywood County,10506.45,28587.31,14782.33,7207.91,
2017,47077,TN,Henderson County,903.74,3186.86,1787.09,924.12,
2017,47079,TN,Henry County,2434.87,7699.00,3909.52,3103.61,
2017,47081,TN,Hickman County,818.12,2088.24,1161.64,456.52,
2017,47083,TN,Houston County,16382.32,46016.59,28173.42,13773.67,
2017,47085,TN,Humphreys County,1142.85,3979.13,1910.32,1318.04,
2017,47087,TN,Jackson County,9655.07,23359.05,12042.89,6851.99,
2017,47089,TN,Jefferson County,89650.79,239288.51,203032.68,126565.82,
2017,47091,TN,Johnson County,5044.88,10647.35,7248.70,3611.07,
2017,47093,TN,Knox County,4000.40,12710.14,14330.55,19647.54,
2017,47095,TN,Lake County,16896.70,27497.29,12399.48,7388.29,
2017,47097,TN,Lauderdale County,18877.75,43030.17,22024.04,8513.50,
2017,47099,TN,Lawrence County,4593.81,14475.46,8724.94,5254.79,
2017,47101,TN,Lewis County,645.24,1667.52,1185.54,384.81,
2017,47103,TN,Lincoln County,1951.38,5840.49,3234.10,2620.03,
2017,47105,TN,Loudon County,6623.30,16532.18,14289.65,14706.86,
2017,47107,TN,McMinn County,7402.78,20199.01,15810.22,9464.98,
2017,47109,TN,McNairy County,3848.59,12481.92,6553.01,3120.48,
2017,47111,TN,Macon County,3788.51,9171.20,4107.35,1669.20,
2017,47113,TN,Madison County,37909.83,119867.27,105425.43,97482.42,
2017,47115,TN,Marion County,5519.11,11664.70,8472.57,4176.62,
2017,47117,TN,Marshall County,11656.86,37932.56,29142.14,16912.00,
2017,47119,TN,Maury County,8202.51,30321.63,30229.46,23409.40,
2017,47121,TN,Meigs County,3877.44,10201.36,6508.56,2492.64,
2017,47123,TN,Monroe County,3263.03,8488.15,6312.79,3263.03,
2017,47125,TN,Montgomery County,14505.34,60967.77,83405.73,67767.15,
2017,47127,TN,Moore County,12936.11,39002.86,22954.30,22370.72,
2017,47129,TN,Morgan County,22337.78,54299.83,28872.77,13307.62,
2017,47131,TN,Obion County,5165.45,13703.64,6836.63,4679.29,
2017,47133,TN,Overton County,4094.23,10257.59,4820.63,2839.55,
2017,47135,TN,Perry County,2082.60,4155.86,2250.70,849.85,
2017,47137,TN,Pickett County,1055.18,1917.59,1298.69,806.61,
2017,47139,TN,Polk County,3560.89,7202.24,6498.11,2856.76,
2017,47141,TN,Putnam County,8154.50,26006.26,19688.35,19541.42,
2017,47143,TN,Rhea County,5524.78,12651.42,8728.50,5786.31,
2017,47145,TN,Roane County,4932.35,19199.03,17607.95,11243.63,
2017,47147,TN,Robertson County,258.21,838.66,606.06,428.93,
2017,47149,TN,Rutherford County,5124.43,18301.53,20830.46,22294.59,
2017,47151,TN,Scott County,2099.45,4825.59,2506.80,1013.17,
2017,47153,TN,Sequatchie County,2637.74,5864.93,3875.57,2343.02,
2017,47155,TN,Sevier County,2293.41,6058.71,5545.26,3217.62,
2017,47157,TN,Shelby County,22855.74,58954.98,60663.82,71130.47,
2017,47159,TN,Smith County,469.50,1569.90,994.03,634.56,
2017,47161,TN,Stewart County,790.02,2447.87,1532.16,1208.97,
2017,47163,TN,Sullivan County,2427.28,6908.42,6078.58,5331.72,
2017,47165,TN,Sumner County,2153.79,6739.27,7341.40,6901.38,
2017,47167,TN,Tipton County,1694.34,5491.46,5128.39,2828.94,
2017,47169,TN,Trousdale County,1431.79,4607.93,3085.40,957.89,
2017,47171,TN,Unicoi County,2450.74,6535.31,5931.51,2841.44,
2017,47173,TN,Union County,8205.39,16686.93,9862.25,4654.98,
2017,47175,TN,Van Buren County,3152.65,8137.46,3565.30,1650.60,
2017,47177,TN,Warren County,890.90,2444.68,1209.08,758.33,
2017,47179,TN,Washington County,1553.91,4777.46,4744.40,5471.76,
2017,47181,TN,Wayne County,5217.98,13447.47,7782.24,3399.14,
2017,47183,TN,Weakley County,4267.14,14601.61,7367.48,7100.78,
2017,47185,TN,White County,14617.96,32001.48,21808.42,10588.14,
2017,47187,TN,Williamson County,2827.78,8685.31,14071.55,41676.03,
2017,47189,TN,Wilson County,607.25,2507.08,2437.68,3114.33,
2017,48001,TX,Anderson County,1402.11,3031.37,2459.56,939.96,
2017,48003,TX,Andrews County,4235.56,5546.99,4590.00,3331.74,
