Education_2017-2020_final_version,,,,,,,,
Year,Federal Information Processing Standard (FIPS) Code,State,Area name,Number of adults with less than HS diploma,Number of adults with HS diploma only,Number of adults completing some college or associate's degree,Number of adults with a bachelor's degree or higher,
2020,34005,NJ,Burlington County,26795.76,120134.32,121027.52,178638.40,
2020,34007,NJ,Camden County,5981.90,16117.91,14622.43,18610.37,
2020,34009,NJ,Cape May County,5492.76,28653.90,25449.79,32041.10,
2020,34011,NJ,Cumberland County,2044.61,4163.76,2619.65,1810.33,
2020,34013,NJ,Essex County,105237.98,221553.64,174077.86,290393.52,
2020,34015,NJ,Gloucester County,18474.44,91785.69,81815.36,101169.53,
2020,34017,NJ,Hudson County,88659.91,159856.51,116198.22,306951.36,
2020,34019,NJ,Hunterdon County,5366.27,24959.40,26706.56,67764.77,
2020,34021,NJ,Mercer County,1583.40,3851.93,3136.35,6638.10,
2020,34023,NJ,Middlesex County,16327.36,38797.68,33947.97,72422.34,
2020,34025,NJ,Monmouth County,36484.48,136043.82,145937.92,299914.79,
2020,34027,NJ,Morris County,300.19,1056.21,1100.68,3101.92,
2020,34029,NJ,Ocean County,44225.06,205155.16,167072.46,197784.31,
2020,34031,NJ,Passaic County,75057.30,170129.88,106080.98,149113.84,
2020,34033,NJ,Salem County,5932.85,23981.18,17985.89,14551.08,
2020,34035,NJ,Somerset County,2886.20,9721.92,9620.65,28406.24,
2020,34037,NJ,Sussex County,11115.21,71523.96,66691.26,92062.94,
2020,34039,NJ,Union County,4853.81,10663.10,8331.74,14370.34,
2020,34041,NJ,Warren County,355.78,1663.78,1407.41,1805.04,
2020,35001,NM,Bernalillo County,66121.60,152693.18,214724.79,247444.76,
2020,35003,NM,Catron County,188.40,1514.41,1311.53,612.29,
2020,35005,NM,Chaves County,13006.91,17148.42,23554.80,10936.16,
2020,35006,NM,Cibola County,4796.43,8512.34,8934.01,4111.22,
2020,35007,NM,Colfax County,1101.05,3345.49,3843.08,2307.97,
2020,35009,NM,Curry County,9417.05,11807.91,17223.93,10392.91,
2020,35011,NM,De Baca County,#N/A,#N/A,#N/A,#N/A,
2020,35013,NM,Dona Ana County,42703.57,47571.33,64608.50,66378.60,
2020,35015,NM,Eddy County,9931.06,18284.83,20329.46,9872.64,
2020,35017,NM,Grant County,2361.47,5036.58,6125.07,4925.88,
2020,35019,NM,Guadalupe County,696.83,2116.13,1102.95,363.38,
2020,35021,NM,Harding County,85.49,183.74,209.26,160.14,
2020,35023,NM,Hidalgo County,689.81,1564.39,1116.83,739.08,
2020,35025,NM,Lea County,17095.54,23416.58,20687.04,10630.84,
2020,35027,NM,Lincoln County,1281.46,3922.03,4582.18,3158.34,
2020,35028,NM,Los Alamos County,350.32,1887.81,3872.94,13331.47,
2020,35029,NM,Luna County,6980.26,8510.18,5522.06,2868.60,
2020,35031,NM,McKinley County,14802.22,25709.11,21672.14,8640.53,
2020,35033,NM,Mora County,362.72,1741.94,1607.60,765.74,
2020,35035,NM,Otero County,2493.54,5296.49,6752.57,3658.40,
2020,35037,NM,Quay County,1295.13,3311.59,2319.75,1270.54,
2020,35039,NM,Rio Arriba County,5277.38,13559.39,12866.01,6818.22,
2020,35041,NM,Roosevelt County,1852.92,3420.77,3300.16,2390.15,
2020,35043,NM,Sandoval County,12805.74,37077.10,52860.92,46160.24,
2020,35045,NM,San Juan County,105.47,225.90,304.44,111.45,
2020,35047,NM,San Miguel County,1240.07,2010.04,2917.80,1937.10,
2020,35049,NM,Santa Fe County,15042.65,33124.23,41329.31,62449.81,
2020,35051,NM,Sierra County,306.60,1036.60,998.64,578.16,
2020,35053,NM,Socorro County,2663.10,6699.11,4168.33,3010.46,
2020,35055,NM,Taos County,2574.85,8734.92,10690.50,10592.73,
2020,35057,NM,Torrance County,1951.24,5869.19,5296.21,2353.87,
2020,35059,NM,Union County,6000.38,16625.27,9440.09,6191.48,
2020,35061,NM,Valencia County,11791.25,24590.96,26142.44,15049.36,
2020,36001,NY,Albany County,21863.09,64374.65,82897.54,134518.72,
2020,36003,NY,Allegany County,6305.13,24660.06,23399.04,15692.77,
2020,36005,NY,Bronx County,362895.78,390918.62,354488.93,292838.68,
2020,36007,NY,Broome County,17805.48,57962.52,58909.62,54742.38,
2020,36009,NY,Cattaraugus County,7889.75,30117.61,22607.17,15172.60,
2020,36011,NY,Cayuga County,9047.45,24557.37,25545.74,16878.44,
2020,36013,NY,Chautauqua County,345.61,1117.58,1014.22,752.59,
2020,36015,NY,Chemung County,8675.31,28339.35,25778.06,19746.66,
2020,36017,NY,Chenango County,5233.76,19252.76,13738.62,8551.59,
2020,36019,NY,Clinton County,4674.75,13164.10,10060.06,9499.09,
2020,36021,NY,Columbia County,2053.13,6859.31,6276.04,8142.52,
2020,36023,NY,Cortland County,4670.13,14434.94,14812.32,13255.61,
2020,36025,NY,Delaware County,11231.95,44814.33,31199.85,26094.42,
2020,36027,NY,Dutchess County,24929.91,76842.77,80948.87,110571.46,
2020,36029,NY,Erie County,72462.04,240317.14,275172.30,329289.52,
2020,36031,NY,Essex County,70422.41,265864.37,214432.27,241335.22,
2020,36033,NY,Franklin County,3749.33,11909.65,9042.51,6805.51,
2020,36035,NY,Fulton County,1572.39,4556.21,3986.68,2253.34,
2020,36037,NY,Genesee County,29954.76,155440.90,130343.67,89054.68,
2020,36039,NY,Greene County,966.79,2948.31,2029.46,2045.44,
2020,36041,NY,Hamilton County,2947.76,3920.67,4690.28,2976.81,
2020,36043,NY,Herkimer County,5546.00,21818.31,20477.52,13042.23,
2020,36045,NY,Jefferson County,57670.10,212986.15,225437.65,159248.11,
2020,36047,NY,Kings County,24888.80,38478.38,28858.79,60313.34,
2020,36049,NY,Lewis County,341.58,1661.85,1113.02,721.54,
2020,36051,NY,Livingston County,2868.53,10872.10,11403.31,10234.65,
2020,36053,NY,Madison County,27320.62,133946.91,118389.34,99416.69,
2020,36055,NY,Monroe County,1820.85,4726.03,5748.98,8183.60,
2020,36057,NY,Montgomery County,25384.21,79971.48,75927.98,43130.69,
2020,36059,NY,Nassau County,7562.38,19862.63,20409.31,43278.68,
2020,36061,NY,New York County,186990.72,196662.66,219230.50,1009105.11,
2020,36063,NY,Niagara County,17505.26,66269.93,70021.06,54808.15,
2020,36065,NY,Oneida County,506.24,1392.16,1437.36,1184.24,
2020,36067,NY,Onondaga County,39951.62,116640.36,135008.92,167613.11,
2020,36069,NY,Ontario County,7376.10,28073.21,33357.57,41284.13,
2020,36071,NY,Orange County,319852.56,905721.10,946890.24,994393.10,
2020,36073,NY,Orleans County,5197.14,16231.07,11673.58,6876.22,
2020,36075,NY,Oswego County,11983.64,43397.06,36765.34,24199.97,
2020,36077,NY,Otsego County,1783.08,7974.33,6760.85,8246.75,
2020,36079,NY,Putnam County,5012.61,19751.16,19077.83,31048.23,
2020,36081,NY,Queens County,385067.03,594294.21,491906.44,754553.32,
2020,36083,NY,Rensselaer County,12174.32,43163.48,48381.05,54231.04,
2020,36085,NY,Richmond County,23037.01,60421.62,48094.80,70525.57,
2020,36087,NY,Rockland County,36210.98,72095.73,80903.80,137014.50,
2020,36089,NY,St. Lawrence County,12219.09,38157.86,31512.39,25295.66,
2020,36091,NY,Saratoga County,14508.77,55271.52,62180.46,98337.25,
2020,36093,NY,Schenectady County,13516.15,42102.02,48160.98,51734.21,
2020,36095,NY,Schoharie County,2926.41,11332.05,9650.92,7222.62,
2020,36097,NY,Schuyler County,619.90,2358.30,2122.47,1637.33,
2020,36099,NY,Seneca County,5200.62,11319.00,10197.30,7308.07,
2020,36101,NY,Steuben County,2960.64,12190.85,10797.61,8881.91,
2020,36103,NY,Suffolk County,76951.87,206808.16,210816.07,307005.91,
2020,36105,NY,Sullivan County,2757.45,6667.27,5597.22,5556.06,
2020,36107,NY,Tioga County,3496.99,17149.63,14898.14,12359.23,
2020,36109,NY,Tompkins County,5052.90,17685.15,22434.88,55885.07,
2020,36111,NY,Ulster County,15283.58,50293.63,51004.49,61312.02,
2020,36113,NY,Warren County,444.72,1470.19,1590.53,1731.79,
2020,36115,NY,Washington County,1805.29,6230.64,4649.02,3291.06,
2020,36117,NY,Wayne County,2912.23,9757.48,10027.68,7325.61,
2020,36119,NY,Westchester County,107204.02,177707.57,191228.80,488695.81,
2020,36121,NY,Wyoming County,4577.94,14917.77,12826.13,7143.17,
2020,36123,NY,Yates County,3419.64,8524.32,6764.94,6071.10,
2020,37001,NC,Alamance County,21075.56,49004.96,56201.49,45064.00,
2020,37003,NC,Alexander County,824.55,2187.81,1665.59,819.05,
2020,37005,NC,Alleghany County,2294.77,3481.33,3123.13,2283.58,
2020,37007,NC,Anson County,4216.98,9879.77,7156.81,2843.45,
2020,37009,NC,Ashe County,3531.58,8475.79,9861.26,5324.54,
2020,37011,NC,Avery County,2442.37,5183.45,5745.72,4199.47,
2020,37013,NC,Beaufort County,5789.98,15063.36,16616.77,9602.89,
2020,37015,NC,Bertie County,3704.98,6904.73,5295.50,2806.80,
2020,37017,NC,Bladen County,4936.65,10663.16,11485.94,5825.25,
2020,37019,NC,Brunswick County,10730.81,41730.92,49480.95,47245.36,
2020,37021,NC,Buncombe County,21341.64,60599.71,70084.88,111450.77,
2020,37023,NC,Burke County,3782.22,7066.18,7564.43,4235.18,
2020,37025,NC,Cabarrus County,20597.55,56034.19,67772.57,77074.69,
2020,37027,NC,Caldwell County,2347.10,4161.34,4072.53,2106.04,
2020,37029,NC,Camden County,5594.19,17225.67,19385.80,13182.34,
2020,37031,NC,Carteret County,5495.08,16624.36,26432.04,20936.96,
2020,37033,NC,Caswell County,3927.53,7899.94,7226.65,3388.89,
2020,37035,NC,Catawba County,21641.45,47611.18,52580.70,38473.68,
2020,37037,NC,Chatham County,30393.62,56734.75,72076.29,130258.35,
2020,37039,NC,Cherokee County,2681.99,8650.73,9045.14,5916.15,
2020,37041,NC,Chowan County,2141.33,4351.73,4199.76,3122.19,
2020,37043,NC,Clay County,1468.54,3291.11,4825.22,3540.24,
2020,37045,NC,Cleveland County,1090.11,2776.99,2593.98,1503.87,
2020,37047,NC,Columbus County,8760.64,19985.21,18342.59,7720.31,
2020,37049,NC,Craven County,10427.00,26421.81,38569.77,25915.65,
2020,37051,NC,Cumberland County,851.92,2832.63,4206.36,2758.09,
2020,37053,NC,Currituck County,2237.00,9064.22,10168.20,7582.57,
2020,37055,NC,Dare County,1764.71,8335.43,12352.96,15093.89,
2020,37057,NC,Davidson County,24031.23,54831.82,57878.03,32662.16,
2020,37059,NC,Davie County,4242.03,14111.24,13635.09,11340.93,
2020,37061,NC,Duplin County,11935.18,18637.70,19049.26,9171.86,
2020,37063,NC,Durham County,33057.91,56623.94,71680.01,165944.14,
2020,37065,NC,Edgecombe County,7827.67,19416.68,14740.41,8844.25,
2020,37067,NC,Forsyth County,26840.63,62962.60,74501.56,86542.22,
2020,37069,NC,Franklin County,4253.45,9452.10,10680.87,7120.58,
2020,37071,NC,Gaston County,30133.54,68196.97,75673.71,52790.34,
2020,37073,NC,Gates County,1215.18,4711.70,4276.07,1261.04,
2020,37075,NC,Graham County,6861.93,14115.96,12939.63,5293.49,
2020,37077,NC,Granville County,8407.55,18448.23,19416.01,14153.72,
2020,37079,NC,Greene County,1789.76,2620.72,2716.60,862.92,
2020,37081,NC,Guilford County,52971.06,124319.83,161615.78,201073.81,
2020,37083,NC,Halifax County,9945.28,18356.71,13903.60,7322.89,
2020,37085,NC,Harnett County,15898.73,39746.82,50026.17,31523.34,
2020,37087,NC,Haywood County,6486.12,17002.44,22040.20,17443.24,
2020,37089,NC,Henderson County,548.94,1646.82,2189.23,2156.55,
2020,37091,NC,Hertford County,3743.50,8249.56,7325.24,3766.60,
2020,37093,NC,Hoke County,6867.09,15911.55,21997.02,11054.34,
2020,37095,NC,Hyde County,1031.56,1690.21,1578.82,537.57,
2020,37097,NC,Iredell County,16533.53,50343.67,60189.48,58703.32,
2020,37099,NC,Jackson County,5570.86,15061.94,16145.17,14855.62,
2020,37101,NC,Johnston County,24435.80,59900.14,78929.79,53196.52,
2020,37103,NC,Jones County,4778.64,10363.32,9384.56,4231.69,
2020,37105,NC,Lee County,24023.66,44377.05,63729.44,34700.85,
2020,37107,NC,Lenoir County,10586.80,19111.96,18220.44,7800.80,
2020,37109,NC,Lincoln County,1436.78,3934.98,4426.85,3145.39,
2020,37111,NC,McDowell County,6684.17,14970.71,15749.01,8378.11,
2020,37113,NC,Macon County,2004.24,5744.30,5851.67,4294.80,
2020,37115,NC,Madison County,39463.11,118389.34,101313.95,120286.60,
2020,37117,NC,Martin County,28365.40,56082.45,54137.39,23502.76,
2020,37119,NC,Mecklenburg County,103862.94,186275.93,309330.93,529475.21,
2020,37121,NC,Mitchell County,2527.43,6653.42,7603.90,4817.25,
2020,37123,NC,Montgomery County,39761.10,75703.34,72109.12,37065.44,
2020,37125,NC,Moore County,7958.10,20670.40,33175.99,41444.15,
2020,37127,NC,Nash County,11952.23,31208.61,31018.89,20679.26,
2020,37129,NC,New Hanover County,14670.01,45429.70,75006.32,101270.36,
2020,37131,NC,Northampton County,3645.81,6489.92,5764.58,3187.70,
2020,37133,NC,Onslow County,16723.33,60367.13,76070.74,50577.86,
2020,37135,NC,Orange County,199511.99,408524.55,620703.97,1941283.34,
2020,37137,NC,Pamlico County,1322.36,3916.22,4475.68,2988.03,
2020,37139,NC,Pasquotank County,4360.18,11748.25,13928.34,10375.60,
2020,37141,NC,Pender County,6855.13,17073.14,21988.14,18754.59,
2020,37143,NC,Perquimans County,1872.38,3963.43,5056.79,2774.40,
2020,37145,NC,Person County,4870.85,13694.28,14373.00,7026.80,
2020,37147,NC,Pitt County,18475.32,44633.46,59999.07,59633.22,
2020,37149,NC,Polk County,1438.61,5044.99,6562.43,6660.97,
2020,37151,NC,Randolph County,3690.12,7999.08,7540.68,3690.12,
2020,37153,NC,Richmond County,34959.67,63654.89,67898.54,35363.83,
2020,37155,NC,Robeson County,28729.78,43289.67,39519.70,18459.86,
2020,37157,NC,Rockingham County,50431.73,105533.07,106778.30,48563.89,
2020,37159,NC,Rowan County,3233.34,8120.38,8416.56,4911.72,
2020,37161,NC,Rutherford County,9726.02,21598.47,22805.84,12945.67,
2020,37163,NC,Sampson County,11535.52,22247.08,20345.62,9317.15,
2020,37165,NC,Scotland County,910.88,1636.66,1578.20,745.26,
2020,37167,NC,Stanly County,8790.22,20679.15,22386.61,11319.78,
2020,37169,NC,Stokes County,6266.79,18525.92,14592.02,6404.02,
2020,37171,NC,Surry County,13619.77,20573.02,23870.44,13619.77,
2020,37173,NC,Swain County,2112.67,4565.64,4452.21,3034.31,
2020,37175,NC,Transylvania County,2759.84,8348.52,11004.86,12384.78,
2020,37177,NC,Tyrrell County,898.21,1456.76,996.34,422.69,
2020,37179,NC,Union County,3783.68,8866.81,11198.17,14408.56,
2020,37181,NC,Vance County,6976.01,15919.61,14175.61,7646.78,
2020,37183,NC,Wake County,71333.07,164179.30,276274.12,619352.24,
2020,37185,NC,Warren County,748.18,2050.94,1637.62,795.26,
2020,37187,NC,Washington County,2636.04,5719.41,5623.55,1997.00,
2020,37189,NC,Watauga County,3894.43,11909.05,15521.28,25059.80,
2020,37191,NC,Wayne County,4263.27,8946.85,10718.21,6124.69,
2020,37193,NC,Wilkes County,1822.47,3121.47,3121.47,1618.90,
2020,37195,NC,Wilson County,1488.44,2751.10,2466.79,1647.31,
2020,37197,NC,Yadkin County,5418.00,13356.88,13582.63,5267.50,
2020,37199,NC,Yancey County,2171.88,6388.95,5845.98,3674.10,
2020,38001,ND,Adams County,37951.46,194436.24,188197.65,99297.65,
2020,38003,ND,Barnes County,540.90,3214.22,3599.09,3047.79,
2020,38005,ND,Benson County,906.11,1988.03,2556.04,1311.83,
2020,38007,ND,Billings County,51.62,336.42,264.33,237.63,
2020,38009,ND,Bottineau County,421.23,1798.08,2514.80,1546.60,
2020,38011,ND,Bowman County,289.64,1054.06,1077.95,561.37,
2020,38013,ND,Burke County,1358.88,6749.10,9625.40,4937.26,
2020,38015,ND,Burleigh County,4906.81,22224.97,33289.35,35790.86,
2020,38017,ND,Cass County,560.48,2241.90,4137.98,4984.65,
2020,38019,ND,Cavalier County,204.22,1009.94,1574.31,924.54,
2020,38021,ND,Dickey County,366.99,1326.81,1825.54,1185.66,
2020,38023,ND,Divide County,166.22,569.25,1008.71,532.82,
2020,38025,ND,Dunn County,482.22,1544.89,1558.29,875.14,
2020,38027,ND,Eddy County,6075.47,18343.25,19628.45,14370.83,
2020,38029,ND,Emmons County,360.13,1166.44,1086.77,573.66,
2020,38031,ND,Foster County,240.54,879.87,1316.64,724.79,
2020,38033,ND,Golden Valley County,48.79,226.60,357.26,194.35,
2020,38035,ND,Grand Forks County,3196.13,14938.42,26263.82,25082.64,
2020,38037,ND,Grant County,1236.08,6309.56,7047.52,3874.29,
2020,38039,ND,Griggs County,167.73,651.07,728.31,659.89,
2020,38041,ND,Hettinger County,275.49,821.61,931.32,409.58,
2020,38043,ND,Kidder County,270.38,850.47,870.13,469.48,
2020,38045,ND,LaMoure County,471.86,1189.74,1431.72,939.69,
2020,38047,ND,Logan County,2183.82,6465.82,7900.29,4860.07,
2020,38049,ND,McHenry County,23859.26,101248.93,117155.10,63930.59,
2020,38051,ND,McIntosh County,2215.60,4977.90,4862.81,2330.69,
2020,38053,ND,McKenzie County,1021.21,4892.68,5670.02,3658.08,
2020,38055,ND,McLean County,13015.46,54973.18,66618.58,36648.78,
2020,38057,ND,Mercer County,1476.83,4019.40,6501.08,3212.48,
2020,38059,ND,Morton County,203.04,690.34,951.75,692.87,
2020,38061,ND,Mountrail County,1102.71,3413.15,3738.71,2247.43,
2020,38063,ND,Nelson County,3112.15,13842.10,18069.05,11426.70,
2020,38065,ND,Oliver County,121.34,550.84,857.07,396.76,
2020,38067,ND,Pembina County,625.85,2077.30,2516.72,1438.13,
2020,38069,ND,Pierce County,1347.02,5856.60,6657.00,5641.86,
2020,38071,ND,Ramsey County,48763.37,149029.62,210394.75,139715.27,
2020,38073,ND,Ransom County,387.98,1960.57,1727.78,1096.68,
2020,38075,ND,Renville County,921.79,4565.75,5545.16,3355.90,
2020,38077,ND,Richland County,1163.03,3938.78,6900.62,3504.58,
2020,38079,ND,Rolette County,1912.28,3682.90,6119.28,2450.55,
2020,38081,ND,Sargent County,238.69,1342.16,1545.64,782.60,
2020,38083,ND,Sheridan County,317.52,1010.52,839.16,350.28,
2020,38085,ND,Sioux County,5361.58,12159.92,12720.61,4765.85,
2020,38087,ND,Slope County,67.23,222.61,261.45,195.71,
2020,38089,ND,Stark County,410.44,1683.84,1799.60,1362.86,
2020,38091,ND,Steele County,1390.65,8856.23,15553.30,10832.42,
2020,38093,ND,Stutsman County,1742.33,7379.28,6497.87,4899.02,
2020,38095,ND,Towner County,250.85,653.48,887.47,316.20,
2020,38097,ND,Traill County,453.66,1997.71,3088.09,2419.54,
2020,38099,ND,Walsh County,1346.37,3548.58,3663.39,1889.10,
2020,38101,ND,Ward County,4244.89,20539.80,23552.30,20129.00,
2020,38103,ND,Wells County,2392.07,10750.24,8808.45,6163.10,
2020,38105,ND,Williams County,3405.60,11455.20,14396.40,9442.80,
2020,39001,OH,Adams County,84740.93,219390.63,132570.17,83181.28,
2020,39003,OH,Allen County,34014.64,154021.36,121153.28,72997.72,
2020,39005,OH,Ashland County,5496.29,22412.04,13607.31,11846.36,
2020,39007,OH,Ashtabula County,13125.77,41886.64,26927.13,14573.46,
2020,39009,OH,Athens County,5958.77,20495.55,16763.14,22329.02,
2020,39011,OH,Auglaize County,2877.84,19322.64,14297.84,9181.68,
2020,39013,OH,Belmont County,5604.22,30460.58,19318.08,10549.12,
2020,39015,OH,Brown County,870.62,2984.98,1734.69,955.72,
2020,39017,OH,Butler County,1657.84,6358.30,5285.58,6202.27,
2020,39019,OH,Carroll County,2912.43,13544.20,7832.45,3986.92,
2020,39021,OH,Champaign County,18408.90,93508.82,62339.22,34935.06,
2020,39023,OH,Clark County,2497.64,8310.73,7139.27,4177.47,
2020,39025,OH,Clermont County,19707.66,66176.23,60575.11,61197.46,
2020,39027,OH,Clinton County,3291.02,14248.64,12378.74,7517.00,
2020,39029,OH,Columbiana County,10617.39,45604.22,29020.87,15875.53,
2020,39031,OH,Coshocton County,5722.49,15527.27,8966.45,6232.78,
2020,39033,OH,Crawford County,6340.90,29294.96,17817.93,9955.21,
2020,39035,OH,Cuyahoga County,114193.12,335212.06,356086.07,422391.75,
2020,39037,OH,Darke County,4454.84,23554.30,14644.63,8551.24,
2020,39039,OH,Defiance County,2984.46,15186.76,12353.41,7253.38,
2020,39041,OH,Delaware County,3176.71,18379.55,27115.51,64782.23,
2020,39043,OH,Erie County,74296.52,325620.56,286179.19,231144.73,
2020,39045,OH,Fairfield County,61257.69,306288.45,291209.63,284612.65,
2020,39047,OH,Fayette County,2566.08,7373.41,3914.08,2387.43,
2020,39049,OH,Franklin County,2678.10,7561.68,8286.34,12980.88,
2020,39051,OH,Fulton County,854.29,5249.54,4098.11,2179.06,
2020,39053,OH,Gallia County,4440.50,12069.81,8135.95,5125.94,
2020,39055,OH,Geauga County,8767.47,23784.11,24810.09,35816.06,
2020,39057,OH,Greene County,479.40,1813.73,2412.98,3283.89,
2020,39059,OH,Guernsey County,5467.84,16674.97,10896.90,5739.29,
2020,39061,OH,Hamilton County,1176.20,3760.94,3833.54,5750.32,
2020,39063,OH,Hancock County,560.60,3049.35,2514.22,2378.32,
2020,39065,OH,Hardin County,361.76,1888.77,929.15,624.51,
2020,39067,OH,Harrison County,4719.11,20218.95,10740.05,4963.20,
2020,39069,OH,Henry County,1102.27,7715.90,5373.58,3048.47,
2020,39071,OH,Highland County,7058.55,18404.20,11778.69,6105.86,
2020,39073,OH,Hocking County,3343.31,11884.19,8709.45,4158.06,
2020,39075,OH,Holmes County,8503.80,6270.08,2743.16,2057.37,
2020,39077,OH,Huron County,3065.30,14222.99,8766.76,4597.95,
2020,39079,OH,Jackson County,6499.33,23934.05,13359.74,7788.88,
2020,39081,OH,Jefferson County,47839.97,287039.80,201189.99,119927.59,
2020,39083,OH,Knox County,4071.40,19474.04,14372.53,11135.03,
2020,39085,OH,Lake County,4513.53,20181.93,21213.59,18634.43,
2020,39087,OH,Lawrence County,3647.13,14654.22,9002.82,5552.83,
2020,39089,OH,Licking County,12823.20,59485.40,54854.80,50936.60,
2020,39091,OH,Logan County,1541.52,9548.86,6487.23,3832.39,
2020,39093,OH,Lorain County,28407.65,97397.66,105201.96,81164.72,
2020,39095,OH,Lucas County,834.76,2538.36,2793.90,2342.45,
2020,39097,OH,Madison County,44016.55,154057.92,105487.93,75890.60,
2020,39099,OH,Mahoning County,19442.45,84778.13,65787.83,56292.68,
2020,39101,OH,Marion County,3000.00,13158.43,9653.48,3891.09,
2020,39103,OH,Medina County,8864.69,54816.34,53730.86,63319.20,
2020,39105,OH,Meigs County,3379.02,10386.52,6123.06,2812.07,
2020,39107,OH,Mercer County,1080.98,6668.55,4369.58,3105.90,
2020,39109,OH,Miami County,2402.30,13353.98,10987.01,8584.70,
2020,39111,OH,Monroe County,2086.82,10229.50,5564.85,2577.83,
2020,39113,OH,Montgomery County,20217.51,62449.64,76377.26,65594.59,
2020,39115,OH,Morgan County,18342.10,54067.23,34406.42,13067.25,
2020,39117,OH,Morrow County,3895.21,16112.01,10092.14,5311.65,
2020,39119,OH,Muskingum County,8774.04,36730.54,24773.76,15655.64,
2020,39121,OH,Noble County,7174.80,24824.81,10044.72,5787.67,
2020,39123,OH,Ottawa County,434.11,2027.76,1759.30,1485.12,
2020,39125,OH,Paulding County,17855.98,78011.55,49580.67,28084.16,
2020,39127,OH,Perry County,972.94,4161.07,2397.61,1164.06,
2020,39129,OH,Pickaway County,7508.22,24049.78,15661.69,11496.97,
2020,39131,OH,Pike County,4911.93,15329.19,7878.87,4846.00,
2020,39133,OH,Portage County,12356.31,59830.54,41458.67,48937.48,
2020,39135,OH,Preble County,3511.90,18172.02,11638.26,7513.82,
2020,39137,OH,Putnam County,4040.01,29626.74,22594.13,18554.12,
2020,39139,OH,Richland County,1798.81,6295.84,4652.10,2760.25,
2020,39141,OH,Ross County,8559.04,33701.22,21244.76,12914.98,
2020,39143,OH,Sandusky County,4317.97,24682.47,18789.02,10561.53,
2020,39145,OH,Scioto County,10408.58,32043.56,19701.96,12192.91,
2020,39147,OH,Seneca County,2379.37,15126.00,10401.25,6084.39,
2020,39149,OH,Shelby County,23028.51,91006.91,65321.26,42292.75,
2020,39151,OH,Stark County,405.17,2010.08,1604.91,1241.83,
2020,39153,OH,Summit County,2266.69,9036.15,8944.25,10383.91,
2020,39155,OH,Trumbull County,21254.40,86788.80,50774.40,37982.40,
2020,39157,OH,Tuscarawas County,10646.02,42125.18,22118.02,16886.78,
2020,39159,OH,Union County,2140.26,11733.23,9860.50,14446.78,
2020,39161,OH,Van Wert County,1999.29,12587.07,8870.09,4702.55,
2020,39163,OH,Vinton County,2568.46,5603.90,3113.28,1699.33,
2020,39165,OH,Warren County,282.53,1349.86,1287.07,2307.31,
2020,39167,OH,Washington County,1373.94,6182.71,5256.10,3163.25,
2020,39169,OH,Wayne County,4173.20,11558.86,7265.57,7025.38,
2020,39171,OH,Williams County,3212.10,16602.30,13235.40,5650.20,
2020,39173,OH,Wood County,6555.65,38416.11,38547.22,47594.02,
2020,39175,OH,Wyandot County,1389.50,10160.75,5970.53,4211.93,
2020,40001,OK,Adair County,1341.21,3303.61,1665.92,748.25,
2020,40003,OK,Alfalfa County,829.11,2007.02,1681.09,1200.78,
2020,40005,OK,Atoka County,2267.66,5801.30,3811.89,2045.06,
2020,40007,OK,Beaver County,786.26,1687.07,1614.17,1119.51,
2020,40009,OK,Beckham County,3177.26,8351.05,6783.89,3155.80,
2020,40011,OK,Blaine County,3982.42,8245.95,7238.63,3958.99,
2020,40013,OK,Bryan County,5257.40,13204.62,12634.05,9658.94,
2020,40015,OK,Caddo County,4101.81,12420.17,7916.78,4245.23,
2020,40017,OK,Canadian County,12102.17,41361.84,51625.70,48102.29,
2020,40019,OK,Carter County,3397.38,9661.29,8148.39,5334.94,
2020,40021,OK,Cherokee County,3102.69,8545.55,7572.67,7099.38,
2020,40023,OK,Choctaw County,2024.13,4818.18,3799.91,1763.36,
2020,40025,OK,Cimarron County,296.01,795.80,431.15,622.05,
2020,40027,OK,Cleveland County,636.56,1997.21,2562.15,2761.08,
2020,40029,OK,Coal County,843.64,2385.65,1379.99,977.73,
2020,40031,OK,Comanche County,158.86,540.80,584.74,403.91,
2020,40033,OK,Cotton County,930.86,2344.19,1453.06,947.89,
2020,40035,OK,Craig County,1859.41,5805.35,4442.72,2072.32,
2020,40037,OK,Creek County,7291.47,28665.49,23232.63,12223.94,
2020,40039,OK,Custer County,611.59,1409.78,1632.65,1534.17,
2020,40041,OK,Delaware County,16791.19,42318.34,33695.84,20648.63,
2020,40043,OK,Dewey County,356.31,2056.01,1434.87,963.00,
2020,40045,OK,Ellis County,3497.86,10722.95,9174.72,5275.46,
2020,40047,OK,Garfield County,7123.19,22335.42,16781.75,14125.64,
2020,40049,OK,Garvin County,3267.54,12239.42,7559.64,4624.40,
2020,40051,OK,Grady County,2400.12,9649.45,7004.43,5437.00,
2020,40053,OK,Grant County,1678.86,6586.29,5811.44,4372.41,
2020,40055,OK,Greer County,975.38,2099.07,2024.92,604.62,
2020,40057,OK,Harmon County,467.93,846.37,836.14,406.56,
2020,40059,OK,Harper County,576.29,1670.17,1894.28,1195.26,
2020,40061,OK,Haskell County,600.22,1565.28,1137.67,619.83,
2020,40063,OK,Hughes County,2192.04,5302.90,3635.90,2008.28,
2020,40065,OK,Jackson County,7015.15,14081.89,17847.37,12637.59,
2020,40067,OK,Jefferson County,108131.43,275898.98,171044.26,99611.98,
